19826	Information_Retrieval
80992	Information_Retrieval
1109936	Information_Retrieval
1152506	Information_Retrieval
1152594	Information_Retrieval
1121282	Information_Retrieval
1153684	Information_Retrieval
1152952	Information_Retrieval
4527	Information_Retrieval
22112	Information_Retrieval
33991	Information_Retrieval
98029	Information_Retrieval
128796	Information_Retrieval
138991	Information_Retrieval
249849	Information_Retrieval
5050	Information_Retrieval
577487	Information_Retrieval
520640	Information_Retrieval
29459	Information_Retrieval
1103471	Information_Retrieval
181487	Information_Retrieval
29460	Information_Retrieval
1108185	Information_Retrieval
1108525	Information_Retrieval
1109978	Information_Retrieval
1152637	Information_Retrieval
521840	Information_Retrieval
186019	Information_Retrieval
692699	Information_Retrieval
29470	Information_Retrieval
1134753	Databases
1135102	Information_Retrieval
18452	Information_Retrieval
129558	Artificial_Intelligence
18452	Information_Retrieval
23449	Information_Retrieval
282	Information_Retrieval
3286	Information_Retrieval
3516	Information_Retrieval
19913	Information_Retrieval
4518	Information_Retrieval
6840	Information_Retrieval
9086	Information_Retrieval
1109485	Information_Retrieval
16217	Information_Retrieval
11036	Information_Retrieval
16917	Information_Retrieval
12956	Information_Retrieval
24023	Information_Retrieval
24046	Information_Retrieval
20373	Information_Retrieval
3159	Information_Retrieval
34897	Information_Retrieval
39450	Information_Retrieval
40735	Information_Retrieval
19896	Information_Retrieval
47400	Information_Retrieval
88348	Information_Retrieval
100336	Information_Retrieval
1106310	Information_Retrieval
101929	Artificial_Intelligence
844031	Information_Retrieval
103548	Information_Retrieval
103551	Information_Retrieval
18447	Information_Retrieval
104438	Information_Retrieval
106531	Information_Retrieval
107173	Information_Retrieval
107176	Information_Retrieval
310839	Information_Retrieval
116228	Information_Retrieval
117391	Information_Retrieval
125090	Information_Retrieval
4524	Information_Retrieval
150822	Encryption_and_Compression
154751	Information_Retrieval
181485	Information_Retrieval
190298	Information_Retrieval
4153	Information_Retrieval
24033	Information_Retrieval
134919	Information_Retrieval
132729	Information_Retrieval
240829	Information_Retrieval
32721	Information_Retrieval
311332	Information_Retrieval
181511	Information_Retrieval
659334	Information_Retrieval
262331	Information_Retrieval
577505	Information_Retrieval
325457	Information_Retrieval
652746	Information_Retrieval
693417	Information_Retrieval
362910	Operating_Systems
262323	Artificial_Intelligence
23433	Information_Retrieval
163698	Information_Retrieval
9075	Information_Retrieval
272344	Information_Retrieval
16220	Information_Retrieval
290565	Information_Retrieval
797120	Information_Retrieval
1102546	Information_Retrieval
1103030	Information_Retrieval
1103045	Artificial_Intelligence
5045	Information_Retrieval
1103282	Information_Retrieval
1152123	Databases
312711	Information_Retrieval
1104003	Information_Retrieval
1152163	Information_Retrieval
1104354	Information_Retrieval
1104382	Information_Retrieval
132724	Information_Retrieval
1104914	Information_Retrieval
1105286	Information_Retrieval
1105510	Information_Retrieval
1105526	Information_Retrieval
